"证券代码
Securities Code","证券名称
Securities Name","证券英文名称
Securities Name(Eng.)","交易所
Exchange","中证一级代码
CICS 1st Level Code","中证一级名称
CICS 1st Level Name","中证一级英文名称
CICS 1st Level Name(Eng.)","中证二级代码
CICS 2nd Level Code","中证二级名称
CICS 2nd Level Name","中证二级英文名称
CICS 2nd Level Name(Eng.)","中证三级代码
CICS 3rd Level Code","中证三级名称
CICS 3rd Level Name","中证三级英文名称
CICS 3rd Level Name(Eng.)","中证四级代码
CICS 4th Level Code","中证四级名称
CICS 4th Level Name","中证四级英文名称
CICS 4th Level Name(Eng.)","沪深300行业指数
CSI300 Sector Index","沪深300行业指数英文名称
CSI300 Sector Index Name (Eng.)"
300550,和仁科技,"Heren Health Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050102,医疗用品与服务提供商,Health Care Supplies & Services Provider  ,05010204,医疗保健技术,Health Care Technology,,
300551,古鳌科技,"Shanghai Guao Electronic Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300552,万集科技,"BEIJING WANJI TECHNOLOGY CO., LTD.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300553,集智股份,"Hangzhou Jizhi Mechatronic Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300554,三超新材,"NanJing Sanchao Advanced Materials Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300555,路通视信,"Lootom Telcovideo Network (Wuxi) Co., Ltd.",Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
300556,丝路视觉,"Shenzhen Silkroad Digital Vision Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300557,理工光科,Wuhan Ligong Guangke CO.Ltd.,Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300558,贝达药业,"Betta Pharmaceuticals Co.,Ltd",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300559,佳发教育,"Chengdu Jiafaantai Education Technology Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300560,中富通,"Zhong Fu Tong Co.,Ltd",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300561,汇金科技,"SGSG Science&Technology Co., Ltd. Zhuhai",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300562,乐心医疗,"Guangdong Transtek Medical Electronics Co.,Ltd",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050101,医疗器械,Health Care Devices,05010101,医疗器械,Medical Devices,,
300563,神宇股份,Shenyu Communication Technology Inc.,Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
300564,筑博设计,"Zhubo Design Co., Limited.",Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020105,其他商业服务,Other Commercial Services,,
300565,科信技术,"Shenzhen Kexin Communication Technologies Co., Ltd",Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
300566,激智科技,"Ningbo Exciton Technology Co., Ltd",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
300567,精测电子,"Wuhan Jingce Electronic Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300568,星源材质,"Shenzhen Senior Technology Material Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
300569,天能重工,"Qingdao Tianneng Heavy Industries Co.,Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010403,新能源设备,New Energy Equipment,,
300570,太辰光,"T&S Communications Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
300571,平治信息,"Hangzhou Anysoft Information Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010102,移动互联网信息服务,Mobile Internet Information Service,,
300572,安车检测,"SHENZHEN ANCHE TECHNOLOGIES CO., LTD.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300573,兴齐眼药,"SHENYANG XINGQI PHARMACEUTICAL CO., LTD.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300575,中旗股份,"Jiangsu Flag Chemical Industry Co.,Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
300576,容大感光,"Shenzhen Rongda Photosensitive & Technology Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010204,印染化学品,Dyeing and Printing Chemicals,,
300577,开润股份,"Anhui Korrun Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020303,纺织品,Textiles,,
300578,会畅通讯,"BizConf Telecom Co.,Ltd.",Shenzhen,08,电信业务,Telecommunication Services,0801,电信服务,Telecom Services,080102,电信增值服务,Telecom Value Added Service,08010201,电信增值服务,Telecom Value Added Service,,
300579,数字认证,"BeiJing Certificate Authority Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
300580,贝斯特,"Wuxi Best Precision Machinery Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300581,晨曦航空,"Xi'an ChenXi Aviation Technology Corp.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020101,航空航天与国防,Aerospace & Defense,02010101,航空航天与国防,Aerospace & Defense,,
300582,英飞特,"Inventronics (Hangzhou), Inc.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,,
300583,赛托生物,"Shandong Sito Bio-technology Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300584,海辰药业,"Nanjing Hicin Pharmaceutical CO.,LTD.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
300585,奥联电子,"Nanjing Aolian AE&EA Co.,Ltd",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300586,美联新材,"Malion New Materials Co., Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010202,塑料制品,Plastics,,
300587,天铁股份,"Zhejiang Tiantie Industry Co.,Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010203,橡胶制品,Rubber,,
300588,熙菱信息,"Xinjiang Sailing Information Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300589,江龙船艇,"Jianglong Shipbuilding Co.,Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010606,船舶制造,Shipbuilding,,
300590,移为通信,"Queclink Wireless Solutions Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300591,万里马,"Guangdong Wanlima Industry Co.,Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020302,鞋类,Shoes,,
300592,华凯创意,"Hunan Huakai Cultural and Creative CO., LTD.",Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020105,其他商业服务,Other Commercial Services,,
300593,新雷能,"Suplet Power Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
300594,朗进科技,"Shandong Longertek Technology Co., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010605,铁路设备,Railway Equipment,,
300595,欧普康视,AUTEK CHINA INC.,Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050101,医疗器械,Health Care Devices,05010101,医疗器械,Medical Devices,,
300596,利安隆,Rianlon Corporation,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
300597,吉大通信,"Jilin Jlu Communication Design Institute Co., Ltd",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300598,诚迈科技,"ArcherMind Technology (Nanjing) Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010202,IT外包服务,IT Outsourcing Services,,
300599,雄塑科技,"Guangdong Xiongsu Technology Group Co.,Ltd",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010202,塑料制品,Plastics,,
300600,瑞特股份,"Changshu Ruite Electric Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010606,船舶制造,Shipbuilding,,
300601,康泰生物,"Shenzhen Kangtai Biological Products Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050201,生物科技,Biotechnology,05020101,生物科技,Biotechnology,,
300602,飞荣达,"SHENZHEN FRD SCIENCE & TECHNOLOGY CO., LTD.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300603,立昂技术,"LEON TECHNOLOGY CO., LTD.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300604,长川科技,"Hangzhou Chang Chuan Technology Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020201,电子设备及仪表制造商,Electronic Equipment & Instrument Manufacturer,,
300605,恒锋信息,"HengFeng Information Technology Co.,Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300606,金太阳,"DONGGUAN GOLDEN SUN ABRASIVES CO.,LTD",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010107,非金属采矿及制品, Non metalMining & Products,01010701,非金属采矿及制品,Non metalMining & Products,,
300607,拓斯达,"Guangdong Topstar Technology Co.,Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
300608,思特奇,"SI-TECH Information Technology Co.,Ltd",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070103,软件开发,Software Development,07010301,软件开发,Software Development,,
300609,汇纳科技,"Winner Technology Co., Inc.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070102,信息技术服务,IT Services,07010201,系统集成及IT咨询,System Integration & IT Consulting,,
300610,晨化股份,"YANGZHOU CHENHUA NEW MATERIAL CO., LTD.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010207,其他化学制品,Other Chemicals,,
300611,美力科技,"ZHEJIANG MEILI HIGH TECHNOLOGY CO., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0301,汽车与汽车零部件,Automobiles & Components,030101,汽车零配件与轮胎,uto Parts & Tires,03010101,汽车零配件,Auto Parts ,,
300612,宣亚国际,"Shunya International Brand Consulting (Beijing) Co., Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040101,营销与广告,Marketing & Advertising,,
300613,富瀚微,"Shanghai Fullhan Microelectronics Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0703,半导体,Semiconductors,070301,半导体,Semiconductors,07030101,半导体,Semiconductors,,
300615,欣天科技,XDC INDUSTRIES (SHENZHEN) LIMITED,Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
300616,尚品宅配,"Guangzhou Shangpin Home Collection Co.,Ltd",Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030201,家庭耐用消费品,Household Durables,03020102,家庭装饰品,Home Furnishings,,
300617,安靠智电,"Jiangsu Ankura Smart Transmission Engineering Technology Co.,Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
